InvoiceID,CustomerID,BranchID,InvoiceDate,Channel,PaymentMethod,DiscountAmount,TotalAmount,Status,Year,Month,YearMonth,ItemsCount,ItemsQty
INV009494,C01740,B02,1404-08-24,Store,OnlinePay,0.0,475973.0,Completed,1404,8,1404-08,2,9
INV009495,C00082,B02,1400-12-06,Store,Card,0.0,2935757.0,Completed,1400,12,1400-12,5,13
INV009496,C00463,B06,1401-06-30,Store,Card,15998.0,123164.0,Completed,1401,6,1401-06,1,1
INV009497,C00662,B04,1401-08-19,Store,Card,0.0,1167784.0,Completed,1401,8,1401-08,2,5
INV009498,C02005,B99,1403-11-25,Online,Cash,0.0,2778269.0,Completed,1403,11,1403-11,4,19
INV009499,C01423,B05,1403-12-04,App,OnlinePay,340350.0,4083538.0,Completed,1403,12,1403-12,5,13
INV009500,C00455,B99,1402-07-01,Online,OnlinePay,0.0,840498.0,Completed,1402,7,1402-07,3,10
INV009501,C00441,B03,1401-12-14,Store,Card,0.0,3481828.0,Completed,1401,12,1401-12,5,13
INV009502,C01100,B01,1404-06-08,Store,Card,0.0,2476085.0,Completed,1404,6,1404-06,2,9
INV009503,C01807,B99,1400-03-22,Online,Cash,119301.0,2179321.0,Completed,1400,3,1400-03,3,10
INV009504,C01076,B99,1404-05-10,Online,Card,0.0,985947.0,Completed,1404,5,1404-05,3,5
INV009505,C02098,B05,1401-07-06,Store,OnlinePay,0.0,2645093.0,Completed,1401,7,1401-07,4,13
INV009506,C00138,B99,1405-01-30,Store,Card,0.0,5327467.0,Returned,1405,1,1405-01,4,14
INV009507,C00746,B99,1402-09-28,Online,Card,0.0,1850198.0,Completed,1402,9,1402-09,4,12
INV009508,C02092,B99,1403-12-05,Online,Cash,65442.0,673843.0,Completed,1403,12,1403-12,2,4
INV009509,C00143,B01,1400-12-06,Store,Wallet,148552.0,2396888.0,Completed,1400,12,1400-12,4,10
INV009510,C00814,B99,1401-10-22,Online,OnlinePay,0.0,3975044.0,Completed,1401,10,1401-10,6,21
INV009511,C01673,B99,1404-03-03,Store,Card,195550.0,2044338.0,Completed,1404,3,1404-03,2,8
INV009512,C02015,B06,1403-06-16,Store,Cash,0.0,1915281.0,Completed,1403,6,1403-06,3,12
INV009513,C02050,B06,1404-07-03,Store,Card,248220.0,2048905.0,Completed,1404,7,1404-07,4,6
INV009514,C01671,B04,1403-07-08,Store,OnlinePay,108085.0,1561337.0,Completed,1403,7,1403-07,5,17
INV009515,C01861,B99,1403-07-19,Online,Card,0.0,4694519.0,Completed,1403,7,1403-07,3,14
INV009516,C01552,B08,1404-11-30,Store,Card,0.0,936710.0,Completed,1404,11,1404-11,2,7
INV009517,C00184,B99,1402-10-22,Online,Cash,0.0,112572.0,Completed,1402,10,1402-10,1,2
INV009518,C00943,B03,1405-01-18,Store,Cash,0.0,364192.0,Completed,1405,1,1405-01,1,4
INV009519,C01831,B99,1402-07-01,Store,OnlinePay,319746.0,4113846.0,Completed,1402,7,1402-07,6,16
INV009520,C00733,B05,1402-03-26,App,OnlinePay,0.0,243109.0,Completed,1402,3,1402-03,1,1
INV009521,C00150,B99,1404-07-17,Online,OnlinePay,111685.0,3118883.0,Completed,1404,7,1404-07,6,13
INV009522,C00230,B99,1400-01-25,Online,Card,0.0,514562.0,Completed,1400,1,1400-01,3,6
INV009523,C00721,B03,1401-04-01,Store,Card,0.0,2997752.0,Completed,1401,4,1401-04,6,15
INV009524,C00062,B03,1400-07-17,Store,Card,269288.0,2850680.0,Completed,1400,7,1400-07,3,12
INV009525,C00613,B99,1403-03-30,Store,Wallet,0.0,3015545.0,Completed,1403,3,1403-03,4,11
INV009526,C01284,B99,1403-11-09,Online,OnlinePay,0.0,1982826.0,Completed,1403,11,1403-11,4,9
INV009527,C00486,B99,1400-01-22,Online,OnlinePay,0.0,73214.0,Completed,1400,1,1400-01,1,1
INV009528,C01168,B99,1401-03-06,Online,Wallet,0.0,1175755.0,Completed,1401,3,1401-03,1,5
INV009529,C01825,B99,1402-02-01,Online,Wallet,0.0,1795310.0,Completed,1402,2,1402-02,2,5
INV009530,C00528,B99,1402-01-15,Online,Card,0.0,3915175.0,Completed,1402,1,1402-01,4,17
INV009531,C01247,B99,1400-09-30,App,Card,0.0,910653.0,Completed,1400,9,1400-09,1,3
INV009532,C00419,B03,1401-04-03,Store,Cash,0.0,5046393.0,Completed,1401,4,1401-04,6,19
INV009533,C00461,B07,1404-11-11,App,OnlinePay,0.0,2648273.0,Completed,1404,11,1404-11,5,18
INV009534,C00666,B04,1404-03-03,Store,Card,0.0,676007.0,Completed,1404,3,1404-03,2,3
INV009535,C01360,B99,1402-01-18,Online,Cash,121535.0,1507819.0,Completed,1402,1,1402-01,3,4
INV009536,C00676,B04,1401-11-15,Store,OnlinePay,0.0,414286.0,Completed,1401,11,1401-11,1,2
INV009537,C00386,B99,1400-08-11,Online,Cash,146575.0,1642915.0,Completed,1400,8,1400-08,3,8
INV009538,C00428,B04,1402-05-12,Store,OnlinePay,0.0,4217959.0,Completed,1402,5,1402-05,6,19
INV009539,C01041,B04,1402-08-25,Store,Card,0.0,837652.0,Completed,1402,8,1402-08,1,2
INV009540,C01271,B02,1405-02-01,Store,OnlinePay,293803.0,2209467.0,Completed,1405,2,1405-02,5,12
INV009541,C00597,B99,1404-05-18,Online,OnlinePay,0.0,173067.0,Completed,1404,5,1404-05,1,3
INV009542,C01813,B99,1403-01-29,Store,Cash,0.0,1075134.0,Completed,1403,1,1403-01,2,6
INV009543,C00128,B99,1401-01-07,Store,Wallet,436170.0,4314695.0,Completed,1401,1,1401-01,6,17
INV009544,C00203,B04,1403-12-27,Store,Wallet,0.0,1312200.0,Completed,1403,12,1403-12,1,3
INV009545,C00599,B01,1405-03-19,Store,Card,0.0,2504497.0,Completed,1405,3,1405-03,3,7
INV009546,C01545,B06,1400-08-05,Store,Card,0.0,1469064.0,Completed,1400,8,1400-08,1,4
INV009547,C01510,B08,1404-11-14,App,OnlinePay,242151.0,7791134.0,Completed,1404,11,1404-11,5,22
INV009548,C00518,B07,1401-04-23,App,Cash,60177.0,580914.0,Completed,1401,4,1401-04,1,3
INV009549,C02173,B02,1404-03-04,Store,Cash,0.0,5099188.0,Completed,1404,3,1404-03,6,21
INV009550,C02128,B99,1401-05-02,Online,OnlinePay,0.0,4108488.0,Completed,1401,5,1401-05,6,21
INV009551,C01564,B04,1403-09-17,Store,Card,5185.0,184579.0,Completed,1403,9,1403-09,1,4
INV009552,C00250,B07,1401-09-12,Store,OnlinePay,238506.0,3159803.0,Completed,1401,9,1401-09,3,14
INV009553,C00186,B04,1403-05-30,Store,Wallet,0.0,1328017.0,Completed,1403,5,1403-05,3,6
INV009554,C01677,B01,1403-09-17,Store,Card,0.0,1109976.0,Completed,1403,9,1403-09,2,7
INV009555,C00131,B05,1403-10-22,Store,Card,0.0,2287371.0,Completed,1403,10,1403-10,4,13
INV009556,C02178,B03,1404-02-03,App,Wallet,0.0,1040268.0,Completed,1404,2,1404-02,1,3
INV009557,C00335,B99,1400-07-09,Store,OnlinePay,0.0,3583564.0,Completed,1400,7,1400-07,4,11
INV009558,C01940,B99,1404-03-07,Online,OnlinePay,35577.0,851888.0,Completed,1404,3,1404-03,1,5
INV009559,C01007,B01,1401-02-20,Store,Cash,0.0,384291.0,Completed,1401,2,1401-02,2,3
INV009560,C01663,B99,1404-01-24,Store,Card,52052.0,397054.0,Completed,1404,1,1404-01,1,2
INV009561,C01090,B99,1400-12-13,Online,Cash,0.0,487778.0,Completed,1400,12,1400-12,1,2
INV009562,C01445,B03,1403-01-30,Store,Card,0.0,1624429.0,Completed,1403,1,1403-01,3,11
INV009563,C01306,B01,1402-07-30,Store,Cash,0.0,2350785.0,Completed,1402,7,1402-07,4,14
INV009564,C01497,B01,1405-05-10,Store,OnlinePay,24093.0,1357486.0,Completed,1405,5,1405-05,3,7
INV009565,C01595,B07,1403-11-14,App,OnlinePay,0.0,2458672.0,Completed,1403,11,1403-11,2,8
INV009566,C00026,B06,1400-09-04,App,OnlinePay,81226.0,1281719.0,Completed,1400,9,1400-09,4,14
INV009567,C00110,B99,1404-03-03,Online,Card,0.0,2782319.0,Completed,1404,3,1404-03,5,14
INV009568,C00283,B99,1401-05-30,Online,Cash,89734.0,1987616.0,Completed,1401,5,1401-05,3,8
INV009569,C01253,B07,1402-01-04,Store,OnlinePay,0.0,1476196.0,Completed,1402,1,1402-01,6,9
INV009570,C01231,B99,1402-07-12,Online,Cash,0.0,1661085.0,Completed,1402,7,1402-07,2,5
INV009571,C01276,B05,1404-07-11,Store,Card,0.0,1009077.0,Completed,1404,7,1404-07,2,3
INV009572,C00318,B03,1405-04-01,App,Cash,0.0,3576435.0,Completed,1405,4,1405-04,6,18
INV009573,C00100,B05,1405-03-01,Store,OnlinePay,112104.0,1558949.0,Completed,1405,3,1405-03,2,5
INV009574,C01176,B99,1401-03-28,Online,OnlinePay,0.0,2650728.0,Completed,1401,3,1401-03,6,17
INV009575,C01070,B05,1400-06-17,Store,OnlinePay,60557.0,2151920.0,Completed,1400,6,1400-06,5,17
INV009576,C00839,B99,1404-10-11,Online,Card,197530.0,1335638.0,Completed,1404,10,1404-10,3,8
INV009577,C01627,B05,1402-01-06,Store,Cash,170806.0,2779240.0,Completed,1402,1,1402-01,4,14
INV009578,C01311,B99,1403-08-14,Online,Card,143091.0,5462311.0,Completed,1403,8,1403-08,6,20
INV009579,C00722,B99,1405-05-29,App,Card,0.0,898212.0,Completed,1405,5,1405-05,1,4
INV009580,C00709,B99,1401-05-09,Online,Wallet,0.0,922163.0,Completed,1401,5,1401-05,2,3
INV009581,C00658,B04,1402-07-06,Store,Card,0.0,4254887.0,Completed,1402,7,1402-07,6,20
INV009582,C01422,B99,1404-12-14,Online,Wallet,0.0,4940447.0,Completed,1404,12,1404-12,5,20
INV009583,C01629,B06,1403-12-17,Store,Card,59606.0,732666.0,Completed,1403,12,1403-12,2,4
INV009584,C00966,B99,1405-03-22,Online,OnlinePay,0.0,3150553.0,Completed,1405,3,1405-03,5,21
INV009585,C01104,B08,1403-11-16,App,OnlinePay,0.0,89128.0,Completed,1403,11,1403-11,1,4
INV009586,C01277,B99,1402-02-03,Online,Card,0.0,328604.0,Completed,1402,2,1402-02,2,6
INV009587,C01955,B08,1404-09-01,App,Cash,0.0,3276980.0,Completed,1404,9,1404-09,3,10
INV009588,C00151,B99,1404-06-16,Store,Card,0.0,485830.0,Completed,1404,6,1404-06,1,5
INV009589,C00920,B99,1405-03-15,Store,Cash,0.0,6018175.0,Completed,1405,3,1405-03,6,22
INV009590,C01848,B01,1403-01-24,App,Card,0.0,3919840.0,Completed,1403,1,1403-01,6,15
INV009592,C00619,B03,1402-03-16,Store,Card,235483.0,2707376.0,Completed,1402,3,1402-03,6,23
INV009593,C00930,B02,1401-11-28,Store,Card,52035.0,1148558.0,Completed,1401,11,1401-11,3,7
INV009594,C00292,B01,1405-06-26,Store,OnlinePay,99127.0,756113.0,Completed,1405,6,1405-06,2,6
INV009595,C00730,B99,1405-05-27,Online,OnlinePay,0.0,612750.0,Completed,1405,5,1405-05,1,2
INV009596,C01978,B04,1403-05-05,Store,Cash,195331.0,2039103.0,Completed,1403,5,1403-05,2,7
INV009597,C01856,B07,1405-04-20,Store,Cash,0.0,255125.0,Completed,1405,4,1405-04,1,1
INV009598,C02164,B08,1402-05-29,Store,OnlinePay,0.0,6110991.0,Completed,1402,5,1402-05,6,22
INV009599,C01323,B04,1404-11-16,Store,Wallet,0.0,4810053.0,Completed,1404,11,1404-11,5,17
INV009600,C00488,B99,1403-11-22,Online,OnlinePay,130964.0,5075256.0,Completed,1403,11,1403-11,6,15
INV009601,C01649,B07,1404-03-31,Store,Card,0.0,6479558.0,Completed,1404,3,1404-03,6,23
INV009602,C01528,B08,1404-04-02,Store,Cash,0.0,4590318.0,Completed,1404,4,1404-04,6,18
INV009603,C02086,B04,1403-11-24,App,Card,226979.0,2452260.0,Completed,1403,11,1403-11,4,10
INV009604,C00327,B08,1404-11-20,Store,Card,13811.0,117471.0,Returned,1404,11,1404-11,1,2
INV009605,C01278,B99,1402-08-12,Online,Wallet,129676.0,4824442.0,Completed,1402,8,1402-08,6,19
INV009606,C01707,B02,1404-11-15,App,Wallet,0.0,4399945.0,Cancelled,1404,11,1404-11,6,23
INV009607,C01539,B03,1401-05-01,Store,Cash,0.0,5393391.0,Completed,1401,5,1401-05,6,18
INV009608,C01554,B03,1401-06-13,Store,Cash,0.0,1924944.0,Completed,1401,6,1401-06,5,9
INV009609,C00699,B03,1404-03-31,App,Card,0.0,3318393.0,Completed,1404,3,1404-03,6,21
INV009610,C00759,B03,1404-05-31,Store,Wallet,0.0,1044114.0,Completed,1404,5,1404-05,2,4
INV009611,C01527,B03,1405-01-29,App,Card,274754.0,2450545.0,Completed,1405,1,1405-01,4,11
INV009612,C01910,B06,1401-12-11,App,Wallet,0.0,2230007.0,Completed,1401,12,1401-12,5,15
INV009613,C00787,B03,1400-06-05,App,Cash,0.0,2025190.0,Completed,1400,6,1400-06,3,10
INV009614,C01303,B99,1403-03-21,Store,OnlinePay,40975.0,626465.0,Completed,1403,3,1403-03,2,2
INV009615,C01541,B04,1404-12-25,Store,Card,0.0,2928835.0,Completed,1404,12,1404-12,2,10
INV009616,C01740,B02,1405-05-17,Store,Card,0.0,3488417.0,Completed,1405,5,1405-05,4,17
INV009617,C00189,B03,1404-11-30,Store,Card,0.0,1218597.0,Completed,1404,11,1404-11,4,6
INV009618,C01797,B08,1403-02-19,Store,Card,0.0,5416166.0,Completed,1403,2,1403-02,6,18
INV009619,C00846,B07,1404-12-08,Store,OnlinePay,90656.0,1096337.0,Completed,1404,12,1404-12,3,5
INV009620,C00310,B07,1401-07-14,Store,Cash,0.0,1838949.0,Completed,1401,7,1401-07,6,12
INV009621,C01836,B99,1405-02-27,Online,Card,0.0,3487037.0,Completed,1405,2,1405-02,3,12
INV009622,C01922,B01,1403-07-14,Store,Card,0.0,2681930.0,Completed,1403,7,1403-07,2,6
INV009623,C00015,B04,1402-08-06,Store,OnlinePay,46948.0,463539.0,Completed,1402,8,1402-08,3,9
INV009624,C00218,B99,1403-08-12,Online,Card,0.0,3338630.0,Completed,1403,8,1403-08,5,20
INV009625,C01534,B04,1404-07-25,Store,Card,260502.0,1688189.0,Completed,1404,7,1404-07,5,14
INV009626,C01322,B05,1401-09-19,Store,OnlinePay,0.0,2664905.0,Cancelled,1401,9,1401-09,4,14
INV009627,C00620,B07,1400-10-13,App,Card,178280.0,4430712.0,Returned,1400,10,1400-10,6,21
INV009628,C00874,B01,1404-04-30,Store,Card,0.0,5.0,Completed,1404,4,1404-04,2,5
INV009629,C00162,B02,1405-04-15,App,Cash,0.0,5072800.0,Completed,1405,4,1405-04,6,16
INV009630,C00670,B99,1403-11-26,Online,OnlinePay,0.0,3808190.0,Completed,1403,11,1403-11,5,14
INV009631,C00942,B06,1401-01-21,Store,Card,0.0,317713.0,Completed,1401,1,1401-01,3,7
INV009632,C00631,B99,1403-12-07,Online,Card,0.0,2659672.0,Completed,1403,12,1403-12,6,14
INV009633,C00047,B01,1400-11-25,Store,Wallet,0.0,1710166.0,Completed,1400,11,1400-11,4,10
INV009634,C02092,B04,1402-02-03,App,OnlinePay,72944.0,1098964.0,Completed,1402,2,1402-02,1,4
INV009635,C01469,B99,1400-03-21,Store,Cash,290689.0,2500971.0,Completed,1400,3,1400-03,5,17
INV009636,C01696,B02,1403-02-14,Store,Card,0.0,2674836.0,Returned,1403,2,1403-02,5,11
INV009637,C01016,B01,1402-03-10,Store,OnlinePay,29750.0,1414439.0,Completed,1402,3,1402-03,2,7
INV009638,C00113,B06,1400-10-01,Store,Cash,317110.0,4124717.0,Completed,1400,10,1400-10,6,18
INV009639,C01612,B05,1402-02-15,Store,OnlinePay,0.0,3804425.0,Completed,1402,2,1402-02,6,15
INV009640,C01093,B02,1403-12-14,Store,Card,0.0,2088852.0,Completed,1403,12,1403-12,4,12
INV009641,C01913,B99,1402-01-08,Online,OnlinePay,0.0,3062440.0,Completed,1402,1,1402-01,6,17
INV009642,C01039,B02,1401-01-22,Store,Card,160950.0,4753413.0,Completed,1401,1,1401-01,6,20
INV009643,C01995,B99,1403-06-05,Online,Card,0.0,4772286.0,Completed,1403,6,1403-06,5,19
INV009644,C00734,B08,1404-06-06,Store,OnlinePay,0.0,3311699.0,Completed,1404,6,1404-06,4,11
INV009645,C01530,B03,1404-10-13,Store,Card,50284.0,1603287.0,Completed,1404,10,1404-10,4,9
INV009646,C01044,B06,1403-01-16,Store,Cash,0.0,5537284.0,Completed,1403,1,1403-01,3,14
INV009647,C00524,B99,1404-03-20,Online,OnlinePay,0.0,3434068.0,Completed,1404,3,1404-03,6,15
INV009648,C01199,B99,1404-10-19,Online,Card,0.0,4.0,Completed,1404,10,1404-10,1,4
INV009649,C00617,B99,1404-01-17,Store,OnlinePay,0.0,1736938.0,Completed,1404,1,1404-01,5,12
INV009650,C01085,B05,1403-04-31,Store,Card,196734.0,2527637.0,Completed,1403,4,1403-04,4,8
INV009651,C00327,B99,1400-06-16,Online,Cash,0.0,4295965.0,Completed,1400,6,1400-06,5,15
INV009652,C01217,B99,1402-01-09,Store,Cash,0.0,1318596.0,Completed,1402,1,1402-01,2,7
INV009653,C00692,B05,1402-03-07,Store,Wallet,0.0,2360710.0,Returned,1402,3,1402-03,3,9
INV009654,C02079,B99,1402-08-18,Store,Card,48733.0,1239528.0,Completed,1402,8,1402-08,6,12
INV009655,C01112,B99,1405-04-12,Online,OnlinePay,125546.0,3943966.0,Completed,1405,4,1405-04,6,16
INV009656,C01894,B99,1401-07-04,Online,Card,236729.0,4027036.0,Completed,1401,7,1401-07,5,14
INV009657,C01810,B06,1403-05-30,Store,Cash,0.0,4936733.0,Completed,1403,5,1403-05,6,15
INV009658,C00215,B05,1405-06-18,Store,OnlinePay,0.0,5.0,Completed,1405,6,1405-06,1,5
INV009659,C01024,B04,1403-10-23,Store,OnlinePay,0.0,498514.0,Completed,1403,10,1403-10,1,2
INV009660,C00661,B08,1401-07-04,App,Cash,45182.0,378431.0,Completed,1401,7,1401-07,2,5
INV009661,C00662,B02,1405-04-28,Store,Wallet,0.0,2996471.0,Completed,1405,4,1405-04,5,13
INV009662,C01435,B99,1402-04-13,Store,Cash,0.0,1008034.0,Completed,1402,4,1402-04,2,6
INV009663,C01539,B03,1400-05-10,Store,Wallet,0.0,2318018.0,Completed,1400,5,1400-05,3,11
INV009664,C00774,B08,1402-11-05,Store,OnlinePay,0.0,5523999.0,Completed,1402,11,1402-11,6,20
INV009665,C00150,B05,1401-09-20,Store,Card,0.0,1824767.0,Completed,1401,9,1401-09,3,6
INV009666,C01376,B03,1404-09-24,Store,Card,126394.0,3767533.0,Completed,1404,9,1404-09,5,14
INV009667,C00412,B05,1401-07-29,Store,Card,83007.0,948972.0,Completed,1401,7,1401-07,3,9
INV009668,C01682,B08,1404-09-26,Store,OnlinePay,0.0,2481128.0,Completed,1404,9,1404-09,3,8
INV009669,C02048,B99,1400-04-04,Store,OnlinePay,0.0,3941849.0,Completed,1400,4,1400-04,6,21
INV009670,C00733,B05,1405-03-09,Store,OnlinePay,0.0,2864022.0,Completed,1405,3,1405-03,4,12
INV009671,C01219,B03,1400-04-23,Store,OnlinePay,303593.0,5049349.0,Completed,1400,4,1400-04,6,19
INV009672,C01711,B99,1405-03-23,Online,Cash,70253.0,1989697.0,Completed,1405,3,1405-03,3,7
INV009673,C01938,B05,1400-07-22,App,Wallet,0.0,2963045.0,Completed,1400,7,1400-07,5,14
INV009674,C00448,B03,1404-12-21,Store,Wallet,273663.0,1190516.0,Completed,1404,12,1404-12,2,5
INV009675,C01135,B06,1404-10-16,App,OnlinePay,0.0,2271544.0,Completed,1404,10,1404-10,3,10
INV009676,C01652,B99,1403-09-06,Online,Card,193143.0,1650740.0,Completed,1403,9,1403-09,4,8
INV009677,C01219,B07,1400-04-03,Store,Card,222733.0,2537466.0,Completed,1400,4,1400-04,4,13
INV009678,C00303,B04,1403-10-27,Store,Cash,0.0,1400448.0,Completed,1403,10,1403-10,3,8
INV009679,C00003,B02,1403-10-21,Store,Cash,0.0,1912738.0,Completed,1403,10,1403-10,6,19
INV009680,C01893,B08,1403-06-29,Store,Card,0.0,2052760.0,Completed,1403,6,1403-06,4,9
INV009681,C00085,B07,1403-11-16,App,OnlinePay,0.0,4180400.0,Completed,1403,11,1403-11,6,21
INV009682,C01954,B03,1405-05-11,Store,OnlinePay,208211.0,1383919.0,Completed,1405,5,1405-05,3,7
INV009683,C01692,B99,1405-06-25,Online,Wallet,179996.0,2305601.0,Completed,1405,6,1405-06,3,10
INV009684,C02068,B01,1403-04-17,Store,Card,157254.0,4175183.0,Completed,1403,4,1403-04,4,16
INV009685,C00210,B01,1400-09-14,App,Cash,0.0,3228573.0,Completed,1400,9,1400-09,5,14
INV009686,C01032,B08,1401-01-06,Store,Wallet,169059.0,3065745.0,Completed,1401,1,1401-01,4,12
INV009687,C01063,B07,1404-04-06,Store,Card,0.0,2411847.0,Completed,1404,4,1404-04,2,8
INV009688,C01497,B99,1405-06-04,Store,Card,19631.0,189402.0,Completed,1405,6,1405-06,1,1
INV009689,C01993,B01,1402-11-15,Store,Cash,0.0,3851736.0,Completed,1402,11,1402-11,3,12
INV009690,C00152,B01,1400-10-02,Store,Card,463083.0,5031536.0,Completed,1400,10,1400-10,6,17
INV009691,C02080,B03,1402-05-22,App,OnlinePay,0.0,2364776.0,Completed,1402,5,1402-05,3,12
INV009692,C01624,B03,1402-07-27,Store,Card,0.0,3574727.0,Completed,1402,7,1402-07,4,13
INV009693,C00562,B99,1405-06-26,Online,OnlinePay,0.0,2318913.0,Completed,1405,6,1405-06,3,7
INV009694,C01263,B99,1404-02-10,Online,Card,180409.0,942356.0,Completed,1404,2,1404-02,1,5
INV009695,C01067,B99,1400-11-28,Store,Wallet,0.0,243111.0,Completed,1400,11,1400-11,2,3
INV009696,C00842,B01,1402-04-15,Store,Card,0.0,5876322.0,Completed,1402,4,1402-04,6,19
INV009697,C02005,B02,1400-05-12,Store,Cash,42543.0,1312728.0,Completed,1400,5,1400-05,3,11
INV009698,C01615,B01,1403-12-22,Store,Cash,0.0,4532029.0,Completed,1403,12,1403-12,5,17
INV009699,C01301,B07,1404-01-17,Store,Card,0.0,3166388.0,Completed,1404,1,1404-01,2,8
INV009700,C00672,B03,1400-06-09,Store,Card,0.0,4969835.0,Completed,1400,6,1400-06,4,13
INV009701,C01448,B06,1402-04-11,App,Cash,0.0,3268977.0,Completed,1402,4,1402-04,6,16
INV009702,C00168,B07,1405-01-30,Store,OnlinePay,224264.0,1849690.0,Completed,1405,1,1405-01,2,6
INV009703,C01303,B08,1404-10-08,Store,Card,0.0,6688131.0,Completed,1404,10,1404-10,6,23
INV009704,C01942,B99,1403-07-28,App,Card,0.0,1490894.0,Completed,1403,7,1403-07,3,8
INV009705,C00997,B06,1403-02-09,Store,Card,0.0,2628699.0,Completed,1403,2,1403-02,2,8
INV009706,C00111,B99,1405-06-20,Store,OnlinePay,0.0,2298823.0,Completed,1405,6,1405-06,4,10
INV009707,C01964,B03,1404-04-09,Store,OnlinePay,0.0,621434.0,Completed,1404,4,1404-04,2,8
INV009708,C01510,B99,1405-04-15,Online,Card,0.0,4334806.0,Completed,1405,4,1405-04,4,16
INV009709,C01042,B01,1400-07-16,Store,Card,0.0,3016176.0,Completed,1400,7,1400-07,3,9
INV009710,C01490,B06,1401-07-10,Store,Card,0.0,3883669.0,Completed,1401,7,1401-07,6,20
INV009711,C01647,B99,1400-03-20,Online,Card,0.0,982615.0,Completed,1400,3,1400-03,2,5
INV009712,C01771,B06,1404-12-14,Store,Card,0.0,5192096.0,Completed,1404,12,1404-12,6,21
INV009713,C01760,B06,1404-02-23,Store,Cash,0.0,1984931.0,Completed,1404,2,1404-02,2,7
INV009714,C01387,B99,1401-04-16,Online,Wallet,107773.0,1986256.0,Completed,1401,4,1401-04,2,6
INV009715,C02129,B99,1405-05-21,Store,Card,91540.0,1511444.0,Completed,1405,5,1405-05,2,6
INV009716,C02127,B99,1405-04-21,App,Cash,61589.0,2125127.0,Completed,1405,4,1405-04,3,7
INV009717,C00213,B01,1401-08-10,Store,Cash,0.0,1156006.0,Completed,1401,8,1401-08,2,6
INV009718,C01632,B99,1403-12-13,Online,Cash,0.0,1815976.0,Completed,1403,12,1403-12,2,9
INV009719,C02138,B99,1404-01-11,App,OnlinePay,110474.0,3005605.0,Completed,1404,1,1404-01,5,12
INV009720,C00932,B08,1400-01-08,App,OnlinePay,0.0,2394906.0,Completed,1400,1,1400-01,3,12
INV009721,C01351,B02,1404-02-13,Store,Wallet,284610.0,3251636.0,Completed,1404,2,1404-02,4,11
INV009722,C00071,B06,1401-08-02,Store,Card,0.0,3986920.0,Completed,1401,8,1401-08,4,16
INV009723,C00259,B04,1405-01-27,Store,Card,0.0,3812438.0,Completed,1405,1,1405-01,5,13
INV009724,C01680,B08,1404-10-28,Store,OnlinePay,71852.0,1586776.0,Completed,1404,10,1404-10,5,13
INV009725,C01575,B08,1405-02-03,Store,Wallet,0.0,6173496.0,Completed,1405,2,1405-02,6,20
INV009726,C01264,B07,1404-06-13,Store,Card,0.0,3980601.0,Completed,1404,6,1404-06,5,15
INV009727,C00272,B99,1401-03-14,Online,Wallet,0.0,304624.0,Cancelled,1401,3,1401-03,1,1
INV009728,C02026,B99,1402-06-08,Online,OnlinePay,0.0,5140297.0,Completed,1402,6,1402-06,6,16
INV009729,C00117,B06,1404-03-17,Store,OnlinePay,0.0,1575731.0,Completed,1404,3,1404-03,2,7
INV009730,C01169,B99,1402-03-15,Online,Card,0.0,3953511.0,Completed,1402,3,1402-03,6,16
INV009731,C02043,B08,1404-03-19,Store,OnlinePay,0.0,5719353.0,Completed,1404,3,1404-03,6,16
INV009732,C00679,B07,1402-04-12,App,OnlinePay,46034.0,933090.0,Completed,1402,4,1402-04,2,3
INV009733,C02086,B02,1401-04-16,Store,OnlinePay,104136.0,1850563.0,Completed,1401,4,1401-04,3,13
INV009734,C01933,B01,1403-04-12,Store,Card,0.0,850273.0,Completed,1403,4,1403-04,2,5
INV009735,C01006,B03,1404-02-09,Store,Cash,0.0,2130413.0,Completed,1404,2,1404-02,2,9
INV009736,C01467,B99,1403-04-10,Store,Card,223530.0,3061699.0,Completed,1403,4,1403-04,5,12
INV009737,C00950,B08,1403-12-05,Store,Wallet,0.0,3718705.0,Completed,1403,12,1403-12,5,18
INV009738,C01388,B99,1402-11-19,Online,OnlinePay,0.0,94882.0,Completed,1402,11,1402-11,1,2
INV009739,C00508,B01,1404-07-15,Store,Cash,0.0,3534528.0,Completed,1404,7,1404-07,4,14
INV009740,C00077,B05,1403-12-17,Store,Card,360679.0,3038756.0,Completed,1403,12,1403-12,4,13
INV009741,C01111,B99,1403-07-29,Online,Cash,156374.0,5103342.0,Completed,1403,7,1403-07,6,22
INV009742,C01788,B99,1402-11-13,Online,Card,51172.0,1804131.0,Completed,1402,11,1402-11,2,5
INV009743,C02096,B02,1403-05-18,Store,Card,0.0,4850432.0,Completed,1403,5,1403-05,6,17
INV009744,C01935,B99,1400-05-20,Online,Wallet,0.0,219642.0,Completed,1400,5,1400-05,1,3
INV009745,C01463,B08,1404-01-10,Store,Wallet,37198.0,374684.0,Completed,1404,1,1404-01,3,3
INV009746,C00707,B08,1401-06-24,App,Card,77122.0,2771145.0,Completed,1401,6,1401-06,4,11
INV009747,C01639,B99,1404-12-03,Store,Cash,0.0,1849722.0,Completed,1404,12,1404-12,3,6
INV009748,C01993,B04,1404-09-13,Store,Card,0.0,1667515.0,Completed,1404,9,1404-09,5,7
INV009749,C01238,B04,1403-05-01,App,OnlinePay,0.0,3201553.0,Completed,1403,5,1403-05,5,13
